/home/cc/dagonstar/venv/lib/python3.12/site-packages/paramiko/pkey.py:82: CryptographyDeprecationWarning: TripleDES has been moved to cryptography.hazmat.decrepit.ciphers.algorithms.TripleDES and will be removed from cryptography.hazmat.primitives.ciphers.algorithms in 48.0.0.
  "cipher": algorithms.TripleDES,
2025-08-05 21:10:49,443 root         DEBUG    Removing /home/cc/dagonstar/tests/benchmarks/dynostore/dagonresults//1754428192385-edge_24_11_01
2025-08-05 21:10:49,449 root         DEBUG    Removing /home/cc/dagonstar/tests/benchmarks/dynostore/dagonresults//1754428192238-edge_17_02_01
2025-08-05 21:10:49,527 root         DEBUG    Removing /home/cc/dagonstar/tests/benchmarks/dynostore/dagonresults//1754428192239-edge_17_03_01
2025-08-05 21:10:49,605 root         DEBUG    Removing /home/cc/dagonstar/tests/benchmarks/dynostore/dagonresults//1754428192240-edge_17_04_01
2025-08-05 21:10:49,683 root         DEBUG    Removing /home/cc/dagonstar/tests/benchmarks/dynostore/dagonresults//1754428192241-edge_17_05_01
2025-08-05 21:10:49,763 root         DEBUG    Removing /home/cc/dagonstar/tests/benchmarks/dynostore/dagonresults//1754428192244-edge_17_06_01
2025-08-05 21:10:49,842 root         DEBUG    Removing /home/cc/dagonstar/tests/benchmarks/dynostore/dagonresults//1754428192246-edge_17_07_01
2025-08-05 21:10:49,921 root         DEBUG    Removing /home/cc/dagonstar/tests/benchmarks/dynostore/dagonresults//1754428192248-edge_17_08_01
2025-08-05 21:10:50,000 root         DEBUG    Removing /home/cc/dagonstar/tests/benchmarks/dynostore/dagonresults//1754428192250-edge_17_09_01
2025-08-05 21:10:50,078 root         DEBUG    Removing /home/cc/dagonstar/tests/benchmarks/dynostore/dagonresults//1754428192252-edge_17_10_01
2025-08-05 21:10:50,157 root         DEBUG    Removing /home/cc/dagonstar/tests/benchmarks/dynostore/dagonresults//1754428192484-edge_17_11_01
2025-08-05 21:10:50,395 root         DEBUG    fog_18 Completed in 25.202619791030884 seconds ---
2025-08-05 21:10:50,395 root         DEBUG    Removing /home/cc/dagonstar/tests/benchmarks/dynostore/dagonresults//1754428192263-edge_18_01_01
2025-08-05 21:10:50,474 root         DEBUG    Removing /home/cc/dagonstar/tests/benchmarks/dynostore/dagonresults//1754428192270-edge_18_02_01
2025-08-05 21:10:50,553 root         DEBUG    Removing /home/cc/dagonstar/tests/benchmarks/dynostore/dagonresults//1754428192293-edge_18_03_01
2025-08-05 21:10:50,632 root         DEBUG    Removing /home/cc/dagonstar/tests/benchmarks/dynostore/dagonresults//1754428192305-edge_18_04_01
2025-08-05 21:10:50,667 root         DEBUG    fog_16 Completed in 25.423107862472534 seconds ---
2025-08-05 21:10:50,667 root         DEBUG    Removing /home/cc/dagonstar/tests/benchmarks/dynostore/dagonresults//1754428192193-edge_16_01_01
2025-08-05 21:10:50,711 root         DEBUG    Removing /home/cc/dagonstar/tests/benchmarks/dynostore/dagonresults//1754428192310-edge_18_05_01
2025-08-05 21:10:50,745 root         DEBUG    Removing /home/cc/dagonstar/tests/benchmarks/dynostore/dagonresults//1754428192195-edge_16_02_01
2025-08-05 21:10:50,791 root         DEBUG    Removing /home/cc/dagonstar/tests/benchmarks/dynostore/dagonresults//1754428192317-edge_18_06_01
2025-08-05 21:10:50,825 root         DEBUG    Removing /home/cc/dagonstar/tests/benchmarks/dynostore/dagonresults//1754428192196-edge_16_03_01
2025-08-05 21:10:50,870 root         DEBUG    Removing /home/cc/dagonstar/tests/benchmarks/dynostore/dagonresults//1754428192321-edge_18_07_01
2025-08-05 21:10:50,904 root         DEBUG    Removing /home/cc/dagonstar/tests/benchmarks/dynostore/dagonresults//1754428192199-edge_16_04_01
2025-08-05 21:10:50,949 root         DEBUG    Removing /home/cc/dagonstar/tests/benchmarks/dynostore/dagonresults//1754428192322-edge_18_08_01
2025-08-05 21:10:50,952 root         DEBUG    fog_35 Completed in 24.53926682472229 seconds ---
2025-08-05 21:10:50,952 root         DEBUG    Removing /home/cc/dagonstar/tests/benchmarks/dynostore/dagonresults//1754428192417-edge_35_01_01
2025-08-05 21:10:50,982 root         DEBUG    Removing /home/cc/dagonstar/tests/benchmarks/dynostore/dagonresults//1754428192202-edge_16_05_01
2025-08-05 21:10:51,028 root         DEBUG    Removing /home/cc/dagonstar/tests/benchmarks/dynostore/dagonresults//1754428192325-edge_18_09_01
2025-08-05 21:10:51,030 root         DEBUG    Removing /home/cc/dagonstar/tests/benchmarks/dynostore/dagonresults//1754428192424-edge_35_02_01
2025-08-05 21:10:51,061 root         DEBUG    Removing /home/cc/dagonstar/tests/benchmarks/dynostore/dagonresults//1754428192207-edge_16_06_01
2025-08-05 21:10:51,107 root         DEBUG    Removing /home/cc/dagonstar/tests/benchmarks/dynostore/dagonresults//1754428192326-edge_18_10_01
2025-08-05 21:10:51,110 root         DEBUG    Removing /home/cc/dagonstar/tests/benchmarks/dynostore/dagonresults//1754428192450-edge_35_03_01
2025-08-05 21:10:51,139 root         DEBUG    Removing /home/cc/dagonstar/tests/benchmarks/dynostore/dagonresults//1754428192216-edge_16_07_01
2025-08-05 21:10:51,186 root         DEBUG    Removing /home/cc/dagonstar/tests/benchmarks/dynostore/dagonresults//1754428192329-edge_18_11_01
2025-08-05 21:10:51,188 root         DEBUG    Removing /home/cc/dagonstar/tests/benchmarks/dynostore/dagonresults//1754428192453-edge_35_04_01
2025-08-05 21:10:51,219 root         DEBUG    Removing /home/cc/dagonstar/tests/benchmarks/dynostore/dagonresults//1754428192219-edge_16_08_01
2025-08-05 21:10:51,267 root         DEBUG    Removing /home/cc/dagonstar/tests/benchmarks/dynostore/dagonresults//1754428192454-edge_35_05_01
2025-08-05 21:10:51,297 root         DEBUG    Removing /home/cc/dagonstar/tests/benchmarks/dynostore/dagonresults//1754428192223-edge_16_09_01
2025-08-05 21:10:51,345 root         DEBUG    Removing /home/cc/dagonstar/tests/benchmarks/dynostore/dagonresults//1754428192459-edge_35_06_01
2025-08-05 21:10:51,375 root         DEBUG    Removing /home/cc/dagonstar/tests/benchmarks/dynostore/dagonresults//1754428192228-edge_16_10_01
2025-08-05 21:10:51,424 root         DEBUG    Removing /home/cc/dagonstar/tests/benchmarks/dynostore/dagonresults//1754428192465-edge_35_07_01
2025-08-05 21:10:51,454 root         DEBUG    Removing /home/cc/dagonstar/tests/benchmarks/dynostore/dagonresults//1754428192233-edge_16_11_01
2025-08-05 21:10:51,460 root         DEBUG    fog_27 Completed in 24.891735553741455 seconds ---
2025-08-05 21:10:51,461 root         DEBUG    Removing /home/cc/dagonstar/tests/benchmarks/dynostore/dagonresults//1754428192386-edge_27_01_01
2025-08-05 21:10:51,462 root         DEBUG    fog_36 Completed in 24.978428840637207 seconds ---
2025-08-05 21:10:51,462 root         DEBUG    Removing /home/cc/dagonstar/tests/benchmarks/dynostore/dagonresults//1754428192496-edge_36_01_01
2025-08-05 21:10:51,503 root         DEBUG    Removing /home/cc/dagonstar/tests/benchmarks/dynostore/dagonresults//1754428192467-edge_35_08_01
2025-08-05 21:10:51,521 root         DEBUG    fog_24: Status.FINISHED
2025-08-05 21:10:51,521 root         DEBUG    cloud_24: Status.RUNNING
2025-08-05 21:10:51,521 root         DEBUG    cloud_24: Executing...
2025-08-05 21:10:51,540 root         DEBUG    Removing /home/cc/dagonstar/tests/benchmarks/dynostore/dagonresults//1754428192389-edge_27_02_01
2025-08-05 21:10:51,541 root         DEBUG    Removing /home/cc/dagonstar/tests/benchmarks/dynostore/dagonresults//1754428192509-edge_36_02_01
2025-08-05 21:10:51,582 root         DEBUG    Removing /home/cc/dagonstar/tests/benchmarks/dynostore/dagonresults//1754428192473-edge_35_09_01
2025-08-05 21:10:51,619 root         DEBUG    Removing /home/cc/dagonstar/tests/benchmarks/dynostore/dagonresults//1754428192390-edge_27_03_01
2025-08-05 21:10:51,620 root         DEBUG    Removing /home/cc/dagonstar/tests/benchmarks/dynostore/dagonresults//1754428192523-edge_36_03_01
2025-08-05 21:10:51,660 root         DEBUG    Removing /home/cc/dagonstar/tests/benchmarks/dynostore/dagonresults//1754428192256-edge_35_10_01
2025-08-05 21:10:51,698 root         DEBUG    Removing /home/cc/dagonstar/tests/benchmarks/dynostore/dagonresults//1754428192391-edge_27_04_01
2025-08-05 21:10:51,699 root         DEBUG    Removing /home/cc/dagonstar/tests/benchmarks/dynostore/dagonresults//1754428192540-edge_36_04_01
2025-08-05 21:10:51,739 root         DEBUG    Removing /home/cc/dagonstar/tests/benchmarks/dynostore/dagonresults//1754428192487-edge_35_11_01
2025-08-05 21:10:51,765 root         DEBUG    cloud_24: Scratch directory: /home/cc/dagonstar/tests/benchmarks/dynostore/dagonresults//1754428251522-cloud_24
2025-08-05 21:10:51,777 root         DEBUG    Removing /home/cc/dagonstar/tests/benchmarks/dynostore/dagonresults//1754428192392-edge_27_05_01
2025-08-05 21:10:51,779 root         DEBUG    Removing /home/cc/dagonstar/tests/benchmarks/dynostore/dagonresults//1754428192550-edge_36_05_01
2025-08-05 21:10:51,857 root         DEBUG    Removing /home/cc/dagonstar/tests/benchmarks/dynostore/dagonresults//1754428192394-edge_27_06_01
2025-08-05 21:10:51,858 root         DEBUG    Removing /home/cc/dagonstar/tests/benchmarks/dynostore/dagonresults//1754428192558-edge_36_06_01
2025-08-05 21:10:51,936 root         DEBUG    Removing /home/cc/dagonstar/tests/benchmarks/dynostore/dagonresults//1754428192399-edge_27_07_01
2025-08-05 21:10:51,938 root         DEBUG    Removing /home/cc/dagonstar/tests/benchmarks/dynostore/dagonresults//1754428192592-edge_36_07_01
2025-08-05 21:10:52,015 root         DEBUG    Removing /home/cc/dagonstar/tests/benchmarks/dynostore/dagonresults//1754428192402-edge_27_08_01
2025-08-05 21:10:52,017 root         DEBUG    Removing /home/cc/dagonstar/tests/benchmarks/dynostore/dagonresults//1754428192609-edge_36_08_01
2025-08-05 21:10:52,094 root         DEBUG    Removing /home/cc/dagonstar/tests/benchmarks/dynostore/dagonresults//1754428192403-edge_27_09_01
2025-08-05 21:10:52,096 root         DEBUG    Removing /home/cc/dagonstar/tests/benchmarks/dynostore/dagonresults//1754428192616-edge_36_09_01
2025-08-05 21:10:52,174 root         DEBUG    Removing /home/cc/dagonstar/tests/benchmarks/dynostore/dagonresults//1754428192406-edge_27_10_01
2025-08-05 21:10:52,175 root         DEBUG    Removing /home/cc/dagonstar/tests/benchmarks/dynostore/dagonresults//1754428192620-edge_36_10_01
2025-08-05 21:10:52,236 root         DEBUG    fog_17: Status.FINISHED
2025-08-05 21:10:52,237 root         DEBUG    cloud_17: Status.RUNNING
2025-08-05 21:10:52,237 root         DEBUG    cloud_17: Executing...
2025-08-05 21:10:52,252 root         DEBUG    Removing /home/cc/dagonstar/tests/benchmarks/dynostore/dagonresults//1754428192409-edge_27_11_01
2025-08-05 21:10:52,254 root         DEBUG    Removing /home/cc/dagonstar/tests/benchmarks/dynostore/dagonresults//1754428192629-edge_36_11_01
2025-08-05 21:10:52,295 root         DEBUG    predict_pollution_11 Completed in 22.60299777984619 seconds ---
2025-08-05 21:10:52,296 root         DEBUG    Removing /home/cc/dagonstar/tests/benchmarks/dynostore/dagonresults//1754428227979-predict_pollution_11
2025-08-05 21:10:52,481 root         DEBUG    cloud_17: Scratch directory: /home/cc/dagonstar/tests/benchmarks/dynostore/dagonresults//1754428252237-cloud_17
2025-08-05 21:10:53,027 root         DEBUG    predict_pollution_18 Completed in 23.33058500289917 seconds ---
2025-08-05 21:10:53,027 root         DEBUG    Removing /home/cc/dagonstar/tests/benchmarks/dynostore/dagonresults//1754428227981-predict_pollution_18
2025-08-05 21:10:53,265 root         DEBUG    fog_18: Status.FINISHED
2025-08-05 21:10:53,265 root         DEBUG    cloud_18: Status.RUNNING
2025-08-05 21:10:53,265 root         DEBUG    cloud_18: Executing...
2025-08-05 21:10:53,301 root         DEBUG    predict_pollution_17 Completed in 23.605757236480713 seconds ---
2025-08-05 21:10:53,301 root         DEBUG    Removing /home/cc/dagonstar/tests/benchmarks/dynostore/dagonresults//1754428227981-predict_pollution_17
2025-08-05 21:10:53,511 root         DEBUG    cloud_18: Scratch directory: /home/cc/dagonstar/tests/benchmarks/dynostore/dagonresults//1754428253266-cloud_18
2025-08-05 21:10:53,533 root         DEBUG    fog_16: Status.FINISHED
2025-08-05 21:10:53,534 root         DEBUG    cloud_16: Status.RUNNING
2025-08-05 21:10:53,534 root         DEBUG    cloud_16: Executing...
2025-08-05 21:10:53,589 root         DEBUG    predict_pollution_4 Completed in 23.852283239364624 seconds ---
2025-08-05 21:10:53,589 root         DEBUG    Removing /home/cc/dagonstar/tests/benchmarks/dynostore/dagonresults//1754428227976-predict_pollution_4
2025-08-05 21:10:53,775 root         DEBUG    cloud_16: Scratch directory: /home/cc/dagonstar/tests/benchmarks/dynostore/dagonresults//1754428253535-cloud_16
2025-08-05 21:10:53,819 root         DEBUG    fog_35: Status.FINISHED
2025-08-05 21:10:53,819 root         DEBUG    cloud_35: Status.RUNNING
2025-08-05 21:10:53,819 root         DEBUG    cloud_35: Executing...
2025-08-05 21:10:53,845 root         DEBUG    predict_pollution_36 Completed in 24.11314821243286 seconds ---
2025-08-05 21:10:53,845 root         DEBUG    Removing /home/cc/dagonstar/tests/benchmarks/dynostore/dagonresults//1754428227983-predict_pollution_36
2025-08-05 21:10:54,061 root         DEBUG    cloud_35: Scratch directory: /home/cc/dagonstar/tests/benchmarks/dynostore/dagonresults//1754428253820-cloud_35
2025-08-05 21:10:54,331 root         DEBUG    fog_27: Status.FINISHED
2025-08-05 21:10:54,331 root         DEBUG    cloud_27: Status.RUNNING
2025-08-05 21:10:54,331 root         DEBUG    cloud_27: Executing...
2025-08-05 21:10:54,333 root         DEBUG    fog_36: Status.FINISHED
2025-08-05 21:10:54,333 root         DEBUG    cloud_36: Status.RUNNING
2025-08-05 21:10:54,333 root         DEBUG    cloud_36: Executing...
2025-08-05 21:10:54,575 root         DEBUG    cloud_27: Scratch directory: /home/cc/dagonstar/tests/benchmarks/dynostore/dagonresults//1754428254332-cloud_27
2025-08-05 21:10:54,577 root         DEBUG    cloud_36: Scratch directory: /home/cc/dagonstar/tests/benchmarks/dynostore/dagonresults//1754428254334-cloud_36
2025-08-05 21:10:54,655 root         DEBUG    predict_pollution_11: Status.FINISHED
2025-08-05 21:10:54,883 root         DEBUG    predict_pollution_24 Completed in 25.080620527267456 seconds ---
2025-08-05 21:10:54,883 root         DEBUG    Removing /home/cc/dagonstar/tests/benchmarks/dynostore/dagonresults//1754428227982-predict_pollution_24
2025-08-05 21:10:54,885 root         DEBUG    predict_pollution_16 Completed in 24.99854040145874 seconds ---
2025-08-05 21:10:54,886 root         DEBUG    Removing /home/cc/dagonstar/tests/benchmarks/dynostore/dagonresults//1754428227980-predict_pollution_16
2025-08-05 21:10:54,889 root         DEBUG    predict_pollution_8 Completed in 24.839956760406494 seconds ---
2025-08-05 21:10:54,889 root         DEBUG    Removing /home/cc/dagonstar/tests/benchmarks/dynostore/dagonresults//1754428227978-predict_pollution_8
2025-08-05 21:10:54,890 root         DEBUG    predict_pollution_35 Completed in 24.857131004333496 seconds ---
2025-08-05 21:10:54,891 root         DEBUG    Removing /home/cc/dagonstar/tests/benchmarks/dynostore/dagonresults//1754428227982-predict_pollution_35
2025-08-05 21:10:55,216 root         DEBUG    predict_pollution_27 Completed in 24.981406927108765 seconds ---
2025-08-05 21:10:55,217 root         DEBUG    Removing /home/cc/dagonstar/tests/benchmarks/dynostore/dagonresults//1754428192686-train_model
2025-08-05 21:10:55,390 root         DEBUG    predict_pollution_18: Status.FINISHED
2025-08-05 21:10:55,458 root         DEBUG    Removing /home/cc/dagonstar/tests/benchmarks/dynostore/dagonresults//1754428227982-predict_pollution_27
2025-08-05 21:10:55,663 root         DEBUG    predict_pollution_17: Status.FINISHED
2025-08-05 21:10:55,950 root         DEBUG    predict_pollution_4: Status.FINISHED
2025-08-05 21:10:56,207 root         DEBUG    predict_pollution_36: Status.FINISHED
2025-08-05 21:10:57,240 root         DEBUG    predict_pollution_24: Status.FINISHED
2025-08-05 21:10:57,247 root         DEBUG    predict_pollution_8: Status.FINISHED
2025-08-05 21:10:57,248 root         DEBUG    predict_pollution_16: Status.FINISHED
2025-08-05 21:10:57,250 root         DEBUG    predict_pollution_35: Status.FINISHED
2025-08-05 21:10:57,701 root         DEBUG    predict_pollution_27: Status.FINISHED
2025-08-05 21:10:58,796 root         DEBUG    cloud_11 Completed in 7.983036041259766 seconds ---
2025-08-05 21:10:58,796 root         DEBUG    Removing /home/cc/dagonstar/tests/benchmarks/dynostore/dagonresults//1754428222165-fog_11
2025-08-05 21:10:58,797 root         DEBUG    Removing /home/cc/dagonstar/tests/benchmarks/dynostore/dagonresults//1754428249015-cloud_11
2025-08-05 21:10:59,472 root         DEBUG    cloud_4 Completed in 9.360143661499023 seconds ---
2025-08-05 21:10:59,473 root         DEBUG    Removing /home/cc/dagonstar/tests/benchmarks/dynostore/dagonresults//1754428222174-fog_4
2025-08-05 21:10:59,473 root         DEBUG    Removing /home/cc/dagonstar/tests/benchmarks/dynostore/dagonresults//1754428248236-cloud_4
2025-08-05 21:10:59,909 root         DEBUG    cloud_8 Completed in 9.26201844215393 seconds ---
2025-08-05 21:10:59,909 root         DEBUG    Removing /home/cc/dagonstar/tests/benchmarks/dynostore/dagonresults//1754428222167-fog_8
2025-08-05 21:10:59,909 root         DEBUG    Removing /home/cc/dagonstar/tests/benchmarks/dynostore/dagonresults//1754428248736-cloud_8
2025-08-05 21:11:01,000 root         DEBUG    cloud_24 Completed in 7.742673873901367 seconds ---
2025-08-05 21:11:01,000 root         DEBUG    Removing /home/cc/dagonstar/tests/benchmarks/dynostore/dagonresults//1754428224973-fog_24
2025-08-05 21:11:01,001 root         DEBUG    Removing /home/cc/dagonstar/tests/benchmarks/dynostore/dagonresults//1754428251522-cloud_24
2025-08-05 21:11:01,156 root         DEBUG    cloud_11: Status.FINISHED
2025-08-05 21:11:01,836 root         DEBUG    cloud_4: Status.FINISHED
2025-08-05 21:11:02,229 root         DEBUG    cloud_17 Completed in 8.055406093597412 seconds ---
2025-08-05 21:11:02,229 root         DEBUG    Removing /home/cc/dagonstar/tests/benchmarks/dynostore/dagonresults//1754428224982-fog_17
2025-08-05 21:11:02,230 root         DEBUG    Removing /home/cc/dagonstar/tests/benchmarks/dynostore/dagonresults//1754428252237-cloud_17
2025-08-05 21:11:02,267 root         DEBUG    cloud_8: Status.FINISHED
2025-08-05 21:11:03,362 root         DEBUG    cloud_24: Status.FINISHED
2025-08-05 21:11:03,543 root         DEBUG    cloud_18 Completed in 8.585246562957764 seconds ---
2025-08-05 21:11:03,544 root         DEBUG    Removing /home/cc/dagonstar/tests/benchmarks/dynostore/dagonresults//1754428224963-fog_18
2025-08-05 21:11:03,544 root         DEBUG    Removing /home/cc/dagonstar/tests/benchmarks/dynostore/dagonresults//1754428253266-cloud_18
2025-08-05 21:11:03,911 root         DEBUG    cloud_16 Completed in 8.399889707565308 seconds ---
2025-08-05 21:11:03,911 root         DEBUG    Removing /home/cc/dagonstar/tests/benchmarks/dynostore/dagonresults//1754428224970-fog_16
2025-08-05 21:11:03,912 root         DEBUG    Removing /home/cc/dagonstar/tests/benchmarks/dynostore/dagonresults//1754428253535-cloud_16
2025-08-05 21:11:04,590 root         DEBUG    cloud_17: Status.FINISHED
2025-08-05 21:11:04,668 root         DEBUG    cloud_35 Completed in 9.009539604187012 seconds ---
2025-08-05 21:11:04,668 root         DEBUG    Removing /home/cc/dagonstar/tests/benchmarks/dynostore/dagonresults//1754428226219-fog_35
2025-08-05 21:11:04,669 root         DEBUG    Removing /home/cc/dagonstar/tests/benchmarks/dynostore/dagonresults//1754428253820-cloud_35
2025-08-05 21:11:05,059 root         DEBUG    cloud_27 Completed in 8.66470718383789 seconds ---
2025-08-05 21:11:05,060 root         DEBUG    Removing /home/cc/dagonstar/tests/benchmarks/dynostore/dagonresults//1754428226223-fog_27
2025-08-05 21:11:05,060 root         DEBUG    Removing /home/cc/dagonstar/tests/benchmarks/dynostore/dagonresults//1754428254332-cloud_27
2025-08-05 21:11:05,447 root         DEBUG    cloud_36 Completed in 9.319404602050781 seconds ---
2025-08-05 21:11:05,448 root         DEBUG    Removing /home/cc/dagonstar/tests/benchmarks/dynostore/dagonresults//1754428226230-fog_36
2025-08-05 21:11:05,448 root         DEBUG    Removing /home/cc/dagonstar/tests/benchmarks/dynostore/dagonresults//1754428254334-cloud_36
2025-08-05 21:11:05,907 root         DEBUG    cloud_18: Status.FINISHED
2025-08-05 21:11:06,271 root         DEBUG    cloud_16: Status.FINISHED
2025-08-05 21:11:07,029 root         DEBUG    cloud_35: Status.FINISHED
2025-08-05 21:11:07,420 root         DEBUG    cloud_27: Status.FINISHED
2025-08-05 21:11:07,810 root         DEBUG    cloud_36: Status.FINISHED
2025-08-05 21:11:07,810 root         INFO     Workflow 'airqualityworkflow' completed in 75.76373839378357 seconds ---
48
edge_8_01_01
edge_4_10_01
edge_4_05_01
edge_4_07_01
edge_8_02_01
edge_4_06_01
edge_8_09_01
edge_4_08_01
edge_8_06_01
edge_11_01_01
edge_11_09_01
edge_4_02_01
edge_4_09_01
edge_4_03_01
edge_8_04_01
edge_11_02_01
edge_11_08_01
edge_11_03_01
edge_16_01_01
edge_8_03_01
edge_11_06_01
edge_4_04_01
edge_11_07_01
edge_4_11_01
edge_11_05_01
edge_16_02_01
edge_8_08_01
edge_4_01_01
edge_11_10_01
edge_18_02_01
edge_18_01_01
edge_8_07_01
edge_16_05_01
edge_17_05_01
edge_18_03_01
edge_24_02_01
edge_24_11_01
edge_18_07_01
edge_16_09_01
edge_17_02_01
edge_24_09_01
edge_17_08_01
edge_17_03_01
edge_35_09_01
edge_17_01_01
edge_18_08_01
edge_27_01_01
edge_8_05_01
edge_8_11_01
train_model
edge_27_08_01
edge_17_10_01
edge_35_10_01
edge_35_06_01
edge_17_09_01
edge_18_04_01
edge_27_04_01
edge_8_10_01
edge_16_10_01
edge_16_04_01
edge_17_07_01
edge_24_08_01
edge_27_10_01
edge_11_04_01
edge_16_08_01
edge_24_07_01
edge_35_07_01
edge_27_05_01
edge_27_07_01
edge_11_11_01
edge_36_10_01
edge_27_09_01
edge_16_11_01
edge_35_04_01
edge_27_02_01
edge_36_07_01
edge_16_07_01
edge_18_09_01
edge_35_02_01
edge_36_08_01
edge_16_06_01
edge_18_05_01
edge_36_01_01
edge_24_03_01
edge_27_03_01
edge_24_05_01
edge_36_05_01
edge_35_01_01
edge_18_06_01
edge_24_06_01
edge_24_04_01
edge_16_03_01
edge_27_06_01
edge_17_04_01
edge_18_11_01
edge_36_03_01
edge_36_09_01
edge_24_10_01
edge_36_04_01
edge_35_11_01
edge_35_03_01
edge_18_10_01
edge_24_01_01
edge_17_11_01
edge_36_06_01
edge_17_06_01
edge_35_08_01
edge_35_05_01
edge_36_02_01
edge_27_11_01
edge_36_11_01
fog_11
fog_4
fog_8
fog_17
fog_24
fog_18
fog_16
fog_35
fog_36
fog_27
predict_pollution_11
predict_pollution_17
predict_pollution_18
predict_pollution_36
predict_pollution_4
predict_pollution_24
predict_pollution_16
predict_pollution_35
predict_pollution_8
predict_pollution_27
cloud_4
cloud_8
cloud_11
cloud_24
cloud_17
cloud_18
cloud_16
cloud_35
cloud_36
cloud_27
